"Region","Country","Category","Channel","Year","Quarter","Revenue","Quantity","Profit","Transactions"
"Western Europe","Belgium","Electronics","Retail",2024,1,77076.3224666007,866,6625.81164704423,302
"Western Europe","Switzerland","Electronics","Retail",2024,1,10162.9561639857,1330,1008.33264547214,497
"Western Europe","Austria","Electronics","Retail",2024,1,55876.6244282015,1774,11003.594008947,243
"Central Europe","Poland","Electronics","Retail",2024,1,11727.031019982,802,1097.84332183749,371
"Western Europe","Germany","Clothing","Retail",2024,1,87386.7229907773,763,11681.8700828981,109
"Western Europe","France","Clothing","Retail",2024,1,74512.2219726909,80,15644.5542488642,11
"Southern Europe","Italy","Clothing","Retail",2024,1,34949.7756967321,372,4875.2204230541,237
"Southern Europe","Spain","Clothing","Retail",2024,1,41713.1311190315,258,7125.76044582688,139
"Northern Europe","United Kingdom","Clothing","Retail",2024,1,36582.3691000696,53,8481.78647923626,242
"Western Europe","Netherlands","Clothing","Retail",2024,1,13528.9072594605,1482,2111.85447930841,171
"Western Europe","Belgium","Clothing","Retail",2024,1,76920.2822376974,636,10443.4096842825,441
"Western Europe","Switzerland","Clothing","Retail",2024,1,62282.007234171,344,5478.75392713133,352
"Western Europe","Austria","Clothing","Retail",2024,1,18812.9973935429,635,2750.19025888641,289
"Central Europe","Poland","Clothing","Retail",2024,1,8089.16092850268,641,1038.37767831877,496
"Western Europe","Germany","Food & Beverage","Retail",2024,1,50957.9734515864,1272,6417.84349208851,113
"Western Europe","France","Food & Beverage","Retail",2024,1,47234.1051476542,1620,8405.57219240981,430
"Southern Europe","Italy","Food & Beverage","Retail",2024,1,10736.6310455836,528,2007.88656708164,485
"Southern Europe","Spain","Food & Beverage","Retail",2024,1,36113.0720959045,1325,4812.88839790779,88
"Northern Europe","United Kingdom","Food & Beverage","Retail",2024,1,88450.7594932802,1315,17432.0551546455,170
"Western Europe","Netherlands","Food & Beverage","Retail",2024,1,93407.4641950428,1862,15926.5921918224,29
"Western Europe","Belgium","Food & Beverage","Retail",2024,1,42256.9534147624,110,8840.11484532714,309
"Western Europe","Switzerland","Food & Beverage","Retail",2024,1,20090.4436095152,1291,3826.69405982436,109
"Western Europe","Austria","Food & Beverage","Retail",2024,1,35395.0221010018,1870,5821.4314918927,263
"Central Europe","Poland","Food & Beverage","Retail",2024,1,34161.7339244112,412,5319.11497968903,293
"Western Europe","Germany","Home & Garden","Retail",2024,1,15242.0691726729,1366,2050.02990878615,193
"Western Europe","France","Home & Garden","Retail",2024,1,98036.7588240188,417,18934.7678809046,145
"Southern Europe","Italy","Home & Garden","Retail",2024,1,52205.8256703895,254,4244.78798955599,46
"Southern Europe","Spain","Home & Garden","Retail",2024,1,13842.0938327909,1653,2057.9901152275,118
"Northern Europe","United Kingdom","Home & Garden","Retail",2024,1,25118.4975262731,1065,5625.20760837609,404
"Western Europe","Netherlands","Home & Garden","Retail",2024,1,93397.5708927028,224,13427.6259482031,254
"Western Europe","Belgium","Home & Garden","Retail",2024,1,33200.4086428788,1593,7407.11328698615,69
"Western Europe","Switzerland","Home & Garden","Retail",2024,1,67055.7336416095,1812,9920.90487018967,482
"Western Europe","Austria","Home & Garden","Retail",2024,1,90601.6954011284,680,18561.3689568069,207
"Central Europe","Poland","Home & Garden","Retail",2024,1,99125.6003582384,1905,20375.6463819259,500
"Western Europe","Germany","Electronics","Wholesale",2024,1,137644.968079403,890,18649.8973252852,153
"Western Europe","France","Electronics","Wholesale",2024,1,127226.422842359,808,27355.364460082,240
"Southern Europe","Italy","Electronics","Wholesale",2024,1,55444.0352052916,510,12079.3821496472,175
"Southern Europe","Spain","Electronics","Wholesale",2024,1,94744.9084580876,949,23529.0392020961,355
"Northern Europe","United Kingdom","Electronics","Wholesale",2024,1,175974.333432969,1034,40026.4935827997,394
"Western Europe","Netherlands","Electronics","Wholesale",2024,1,281514.759046258,1211,30308.9397370678,39
"Western Europe","Belgium","Electronics","Wholesale",2024,1,117144.041347783,1003,21143.1449277842,451
"Western Europe","Switzerland","Electronics","Wholesale",2024,1,254972.046558978,1460,30785.0677524552,29
"Western Europe","Austria","Electronics","Wholesale",2024,1,220886.626092251,88,35777.2245534152,205
"Central Europe","Poland","Electronics","Wholesale",2024,1,228959.756952245,471,47130.0624387366,281
"Western Europe","Germany","Clothing","Wholesale",2024,1,185557.805914432,1346,15712.6916798718,331
"Western Europe","France","Clothing","Wholesale",2024,1,10451.8402949907,428,2522.7943381665,152
"Southern Europe","Italy","Clothing","Wholesale",2024,1,40481.6838400438,1995,9678.48367685783,209
"Southern Europe","Spain","Clothing","Wholesale",2024,1,85861.8607465178,1733,19860.1778549376,425
"Northern Europe","United Kingdom","Clothing","Wholesale",2024,1,138310.719693545,389,25181.8316255445,375
"Western Europe","Netherlands","Clothing","Wholesale",2024,1,101270.683100447,701,13610.7378577394,385
"Western Europe","Belgium","Clothing","Wholesale",2024,1,111427.468343172,709,21295.5944858087,340
"Western Europe","Switzerland","Clothing","Wholesale",2024,1,70220.5298841,1357,8587.84034110464,416
"Western Europe","Austria","Clothing","Wholesale",2024,1,164803.942134604,1940,36786.0683788345,489
"Central Europe","Poland","Clothing","Wholesale",2024,1,65521.7090365477,1391,15880.2458892447,239
"Western Europe","Germany","Food & Beverage","Wholesale",2024,1,87735.0973524153,1699,13798.5805451379,56
"Western Europe","France","Food & Beverage","Wholesale",2024,1,27274.4784550741,52,6533.77111431759,123
"Southern Europe","Italy","Food & Beverage","Wholesale",2024,1,161733.361224178,1888,17953.6683489542,485
"Southern Europe","Spain","Food & Beverage","Wholesale",2024,1,78359.1974410228,189,14060.6544269191,484
"Northern Europe","United Kingdom","Food & Beverage","Wholesale",2024,1,17692.6395809278,992,2616.9997962324,379
"Western Europe","Netherlands","Food & Beverage","Wholesale",2024,1,17806.4045729116,852,4316.89336727065,264
"Western Europe","Belgium","Food & Beverage","Wholesale",2024,1,191342.505291104,1808,20300.9714429944,81
"Western Europe","Switzerland","Food & Beverage","Wholesale",2024,1,80934.836526867,1989,13310.4086788122,52
"Western Europe","Austria","Food & Beverage","Wholesale",2024,1,163219.736835454,520,33672.5180886361,311
"Central Europe","Poland","Food & Beverage","Wholesale",2024,1,182911.211706232,407,21060.4329080547,421
"Western Europe","Germany","Home & Garden","Wholesale",2024,1,93614.4804442301,1339,13944.0868189408,269
"Western Europe","France","Home & Garden","Wholesale",2024,1,119503.935575485,651,19308.140178428,364
"Southern Europe","Italy","Home & Garden","Wholesale",2024,1,23996.881081257,1136,3756.14666695714,64
"Southern Europe","Spain","Home & Garden","Wholesale",2024,1,41279.2049371637,912,7034.57499889046,485
"Northern Europe","United Kingdom","Home & Garden","Wholesale",2024,1,150579.247416463,151,21594.6636637942,115
"Western Europe","Netherlands","Home & Garden","Wholesale",2024,1,100385.09241771,1500,9045.01883054941,373
"Western Europe","Belgium","Home & Garden","Wholesale",2024,1,140248.981120531,114,31856.1951933785,254
"Western Europe","Switzerland","Home & Garden","Wholesale",2024,1,190787.839132827,1627,29271.7654328455,50
"Western Europe","Austria","Home & Garden","Wholesale",2024,1,104518.252636772,875,10253.4271668968,170
"Central Europe","Poland","Home & Garden","Wholesale",2024,1,99395.119054243,1263,13658.6566729528,11
"Western Europe","Germany","Electronics","Online",2022,2,87327.3528838763,1492,13382.1689130269,140
"Western Europe","France","Electronics","Online",2022,2,100482.69217601,62,19797.7023139186,312
"Southern Europe","Italy","Electronics","Online",2022,2,47339.2235732172,1910,4296.56301521736,16
"Southern Europe","Spain","Electronics","Online",2022,2,147136.831503594,1514,19215.6497039896,302
"Northern Europe","United Kingdom","Electronics","Online",2022,2,99250.6353923818,1563,16192.2656791047,62
"Western Europe","Netherlands","Electronics","Online",2022,2,90517.4270976568,865,17784.8446532553,217
"Western Europe","Belgium","Electronics","Online",2022,2,95261.6211975692,831,15654.5233610842,369
"Western Europe","Switzerland","Electronics","Online",2022,2,139332.491963287,1548,27824.7848456216,359
"Western Europe","Austria","Electronics","Online",2022,2,63078.262580093,1420,11940.0526553219,486
"Central Europe","Poland","Electronics","Online",2022,2,48528.5551141715,466,7099.71122585206,86
"Western Europe","Germany","Clothing","Online",2022,2,13619.9166474398,849,2264.05589574954,217
"Western Europe","France","Clothing","Online",2022,2,35593.2208825834,1586,5767.89069694823,422
"Southern Europe","Italy","Clothing","Online",2022,2,77035.6606936548,1617,15904.8259118109,163
"Southern Europe","Spain","Clothing","Online",2022,2,14919.2283139564,732,3707.94244895368,53
"Northern Europe","United Kingdom","Clothing","Online",2022,2,72476.3959972188,895,11900.8490453379,47
"Western Europe","Netherlands","Clothing","Online",2022,2,96815.3514445294,274,23203.0324966154,243
"Western Europe","Belgium","Clothing","Online",2022,2,24141.6664898861,901,4148.26892246153,481
"Western Europe","Switzerland","Clothing","Online",2022,2,15306.4221760724,180,3670.4764292538,228
"Western Europe","Austria","Clothing","Online",2022,2,10263.2069843821,936,2418.5412496096,102
"Central Europe","Poland","Clothing","Online",2022,2,83823.7339328043,1844,14161.0891747455,243
"Western Europe","Germany","Food & Beverage","Online",2022,2,60213.786874665,936,13005.6219072468,92
"Western Europe","France","Food & Beverage","Online",2022,2,49658.7756532244,1132,5665.45795596763,361
"Southern Europe","Italy","Food & Beverage","Online",2022,2,39676.3414004818,1698,9443.89333815737,492
"Southern Europe","Spain","Food & Beverage","Online",2022,2,31611.839592224,1060,6376.96609047316,165
"Northern Europe","United Kingdom","Food & Beverage","Online",2022,2,61973.0062223971,1636,13005.1398503322,63
"Western Europe","Netherlands","Food & Beverage","Online",2022,2,82764.113227604,840,14026.540669763,358
"Western Europe","Belgium","Food & Beverage","Online",2022,2,14294.0666421782,1383,1891.48403642204,377
"Western Europe","Switzerland","Food & Beverage","Online",2022,2,96550.5049773492,351,24134.8563475157,133
"Western Europe","Austria","Food & Beverage","Online",2022,2,21029.9621219747,1490,3588.05503125788,71
"Central Europe","Poland","Food & Beverage","Online",2022,2,13177.9235589784,375,1114.01757516461,48
"Western Europe","Germany","Home & Garden","Online",2022,2,86815.0160915684,55,7624.57652390372,91
"Western Europe","France","Home & Garden","Online",2022,2,54855.1071935799,1535,8301.64057726356,333
"Southern Europe","Italy","Home & Garden","Online",2022,2,67397.0331519376,1890,12067.3597411835,215
"Southern Europe","Spain","Home & Garden","Online",2022,2,26804.3404165655,1957,6386.93337668393,113
"Northern Europe","United Kingdom","Home & Garden","Online",2022,2,73516.4729855023,1029,11494.0299531508,493
"Western Europe","Netherlands","Home & Garden","Online",2022,2,51621.2875244673,57,4287.04788978226,45
"Western Europe","Belgium","Home & Garden","Online",2022,2,96699.2812859826,1082,21634.5406120762,462
"Western Europe","Switzerland","Home & Garden","Online",2022,2,91159.5356452744,981,13453.912935672,169
"Western Europe","Austria","Home & Garden","Online",2022,2,57368.8001453411,1816,11458.9591551567,62
"Central Europe","Poland","Home & Garden","Online",2022,2,12181.9144533947,1109,2280.96718118178,373
"Western Europe","Germany","Electronics","Retail",2022,2,10734.7516051959,1984,2443.64198029517,457
"Western Europe","France","Electronics","Retail",2022,2,80636.6327143041,1387,12113.4800873305,376
"Southern Europe","Italy","Electronics","Retail",2022,2,97378.4766078461,1336,24176.4814465207,98
"Southern Europe","Spain","Electronics","Retail",2022,2,67174.9564673519,334,7380.75636904708,194
"Northern Europe","United Kingdom","Electronics","Retail",2022,2,132795.397187001,768,15133.0404190179,416
"Western Europe","Netherlands","Electronics","Retail",2022,2,22888.157904963,1807,3587.26661677857,347
"Western Europe","Belgium","Electronics","Retail",2022,2,147189.714236883,513,23249.7261400136,141
"Western Europe","Switzerland","Electronics","Retail",2022,2,45257.7449614182,688,10619.206666872,199
"Western Europe","Austria","Electronics","Retail",2022,2,19509.5470582601,1474,3142.70155427838,418
"Central Europe","Poland","Electronics","Retail",2022,2,62491.7725397972,1824,5942.46202240162,373
"Western Europe","Germany","Clothing","Retail",2022,2,16865.1035788935,626,2151.97255820977,387
"Western Europe","France","Clothing","Retail",2022,2,60247.6510603447,1131,14257.3103926851,429
"Southern Europe","Italy","Clothing","Retail",2022,2,27814.2127708998,1896,6763.43866987009,80
"Southern Europe","Spain","Clothing","Retail",2022,2,73579.3494188692,1540,16138.986811949,272
"Northern Europe","United Kingdom","Clothing","Retail",2022,2,18863.2256141864,377,2065.623855291,213
"Western Europe","Netherlands","Clothing","Retail",2022,2,19519.6831785142,609,1920.29280387299,430
"Western Europe","Belgium","Clothing","Retail",2022,2,29626.1536714155,1439,4488.0033297742,437
"Western Europe","Switzerland","Clothing","Retail",2022,2,78899.1947064642,938,7206.69124947193,45
"Western Europe","Austria","Clothing","Retail",2022,2,45514.2984702252,252,8555.8761162141,311
"Central Europe","Poland","Clothing","Retail",2022,2,10704.5919355005,891,1791.32733318156,343
"Western Europe","Germany","Food & Beverage","Retail",2022,2,15909.0910165105,1120,2813.90021928468,279
"Western Europe","France","Food & Beverage","Retail",2022,2,50861.9052474387,1420,9366.4673619346,181
"Southern Europe","Italy","Food & Beverage","Retail",2022,2,98021.4904714376,141,15543.2877128237,235
"Southern Europe","Spain","Food & Beverage","Retail",2022,2,82094.094757922,1635,18879.925125875,15
"Northern Europe","United Kingdom","Food & Beverage","Retail",2022,2,56576.7176239751,563,8419.0325513577,242
"Western Europe","Netherlands","Food & Beverage","Retail",2022,2,11874.873265624,1867,1929.12057519109,63
"Western Europe","Belgium","Food & Beverage","Retail",2022,2,49316.0983780399,1209,8206.72403149411,391
"Western Europe","Switzerland","Food & Beverage","Retail",2022,2,37291.0363634583,1039,7185.67725712293,385
"Western Europe","Austria","Food & Beverage","Retail",2022,2,70542.2674887814,141,9105.87690358037,69
"Central Europe","Poland","Food & Beverage","Retail",2022,2,53844.9503458105,1793,12558.1740590365,466
"Western Europe","Germany","Home & Garden","Retail",2022,2,53917.6864828914,977,7179.10217722307,489
"Western Europe","France","Home & Garden","Retail",2022,2,56823.86363158,264,13038.4334148399,424
"Southern Europe","Italy","Home & Garden","Retail",2022,2,47508.4463565145,1576,10391.1753915207,237
"Southern Europe","Spain","Home & Garden","Retail",2022,2,12969.0598347224,1622,2791.67011632761,237
"Northern Europe","United Kingdom","Home & Garden","Retail",2022,2,93362.7007168252,1001,22253.3729275264,135
"Western Europe","Netherlands","Home & Garden","Retail",2022,2,6562.57769325748,287,1224.51091108595,302
"Western Europe","Belgium","Home & Garden","Retail",2022,2,44338.7779442128,1848,4803.43672066215,161
"Western Europe","Switzerland","Home & Garden","Retail",2022,2,26562.7288701944,1302,5052.88438237066,124
"Western Europe","Austria","Home & Garden","Retail",2022,2,14465.8557977527,1581,2316.17526160422,461
"Central Europe","Poland","Home & Garden","Retail",2022,2,50877.7681342326,1277,11728.5718564304,410
"Western Europe","Germany","Electronics","Wholesale",2022,2,200286.671358626,1527,42041.1529338301,114
"Western Europe","France","Electronics","Wholesale",2022,2,277578.98684009,1871,63015.5263757241,197
"Southern Europe","Italy","Electronics","Wholesale",2022,2,118341.515025822,1958,22007.9342160501,313
"Southern Europe","Spain","Electronics","Wholesale",2022,2,258713.472168893,1922,41609.0621226669,387
"Northern Europe","United Kingdom","Electronics","Wholesale",2022,2,100758.253186941,1766,24057.2916668967,101
"Western Europe","Netherlands","Electronics","Wholesale",2022,2,147713.791168062,1505,27945.8995953679,266
"Western Europe","Belgium","Electronics","Wholesale",2022,2,55678.239504341,1864,7116.50522312597,366
"Western Europe","Switzerland","Electronics","Wholesale",2022,2,245199.913184624,1302,59412.9294981422,350
"Western Europe","Austria","Electronics","Wholesale",2022,2,204755.175062455,1677,27923.0374619538,339
"Central Europe","Poland","Electronics","Wholesale",2022,2,32653.1792746391,1622,7771.41384463239,67
"Western Europe","Germany","Clothing","Wholesale",2022,2,91875.8579832502,1330,18134.3224840392,320
"Western Europe","France","Clothing","Wholesale",2022,2,85402.4654719979,967,9216.45964151646,192
"Southern Europe","Italy","Clothing","Wholesale",2022,2,142421.782766469,357,20021.5824301813,462
"Southern Europe","Spain","Clothing","Wholesale",2022,2,135270.73361678,1158,32121.0290233697,92
"Northern Europe","United Kingdom","Clothing","Wholesale",2022,2,87396.6348357499,816,21513.7653797369,494
"Western Europe","Netherlands","Clothing","Wholesale",2022,2,68314.8418716155,806,10874.6570650662,251
"Western Europe","Belgium","Clothing","Wholesale",2022,2,58470.3955613077,1892,7719.79409916625,123
"Western Europe","Switzerland","Clothing","Wholesale",2022,2,137787.949137855,1842,12376.245548614,164
"Western Europe","Austria","Clothing","Wholesale",2022,2,179934.752380941,1047,33948.2585821794,380
"Central Europe","Poland","Clothing","Wholesale",2022,2,170689.869681373,92,39825.9842079781,342
"Western Europe","Germany","Food & Beverage","Wholesale",2022,2,84651.3528143987,957,18689.1146019319,57
"Western Europe","France","Food & Beverage","Wholesale",2022,2,25019.6025986224,1940,4271.391961912,94
"Southern Europe","Italy","Food & Beverage","Wholesale",2022,2,167400.380827021,206,17636.2682921242,297
"Southern Europe","Spain","Food & Beverage","Wholesale",2022,2,23849.4467269629,1328,5286.2468379804,113
"Northern Europe","United Kingdom","Food & Beverage","Wholesale",2022,2,31804.9087398686,607,7232.92166306222,28
"Western Europe","Netherlands","Food & Beverage","Wholesale",2022,2,131597.011317499,1040,32312.1401702849,56
"Western Europe","Belgium","Food & Beverage","Wholesale",2022,2,70907.5780352578,497,6632.64867828066,368
"Western Europe","Switzerland","Food & Beverage","Wholesale",2022,2,45862.4099707231,178,10373.3017624301,423
"Western Europe","Austria","Food & Beverage","Wholesale",2022,2,84827.6318213902,265,9396.71810427867,57
"Central Europe","Poland","Food & Beverage","Wholesale",2022,2,173784.943039063,1122,24592.254993065,277
"Western Europe","Germany","Home & Garden","Wholesale",2022,2,76103.1672428362,1262,18822.1824313022,370
"Western Europe","France","Home & Garden","Wholesale",2022,2,10272.4407077767,1842,1601.23904374809,168
"Southern Europe","Italy","Home & Garden","Wholesale",2022,2,183144.046203233,1822,41356.8867649843,245
"Southern Europe","Spain","Home & Garden","Wholesale",2022,2,190827.455297112,1139,20514.7351896517,187
"Northern Europe","United Kingdom","Home & Garden","Wholesale",2022,2,103274.606771301,1009,11567.2588551595,297
"Western Europe","Netherlands","Home & Garden","Wholesale",2022,2,98093.8259093091,1773,11276.4402889781,376
"Western Europe","Belgium","Home & Garden","Wholesale",2022,2,123329.6888927,1086,10345.7884341872,323
"Western Europe","Switzerland","Home & Garden","Wholesale",2022,2,182149.681882001,988,35868.9885195101,206
"Western Europe","Austria","Home & Garden","Wholesale",2022,2,42870.2240111306,1271,3464.16834704994,477
"Central Europe","Poland","Home & Garden","Wholesale",2022,2,159317.404574249,1448,23101.3278957986,467
"Western Europe","Germany","Electronics","Online",2023,2,40693.149806466,1495,9996.87110189925,263
"Western Europe","France","Electronics","Online",2023,2,89729.3697868008,1479,18539.7190398928,204
"Southern Europe","Italy","Electronics","Online",2023,2,127324.97724588,504,29843.2988061058,470
"Southern Europe","Spain","Electronics","Online",2023,2,26339.0382018406,829,5677.64008912866,194
"Northern Europe","United Kingdom","Electronics","Online",2023,2,135164.494514465,1422,15737.9087636033,155
"Western Europe","Netherlands","Electronics","Online",2023,2,71644.571115612,1964,13549.2778648768,126
"Western Europe","Belgium","Electronics","Online",2023,2,134915.31164269,359,12792.2568502601,217
"Western Europe","Switzerland","Electronics","Online",2023,2,42917.6882270258,1586,5951.10039045438,450
"Western Europe","Austria","Electronics","Online",2023,2,19426.5793432714,1060,4781.88071421892,373
"Central Europe","Poland","Electronics","Online",2023,2,14431.3531421358,382,1319.06712823592,491
"Western Europe","Germany","Clothing","Online",2023,2,98082.5073679443,976,21392.9775642939,441
"Western Europe","France","Clothing","Online",2023,2,50995.9354088642,340,8809.91057161971,309
"Southern Europe","Italy","Clothing","Online",2023,2,85312.338223448,1674,10384.0245107975,392
"Southern Europe","Spain","Clothing","Online",2023,2,44547.8924305644,1770,4697.36195226509,491
"Northern Europe","United Kingdom","Clothing","Online",2023,2,51487.5415689312,1625,7957.24650867687,421
"Western Europe","Netherlands","Clothing","Online",2023,2,22412.34266432,551,4615.71196144124,302
"Western Europe","Belgium","Clothing","Online",2023,2,77120.3394501936,74,18477.3726439923,175
"Western Europe","Switzerland","Clothing","Online",2023,2,33988.6137412395,1448,7227.09477260519,56
"Western Europe","Austria","Clothing","Online",2023,2,20739.4334755372,1792,4609.21965081962,195
"Central Europe","Poland","Clothing","Online",2023,2,8116.86858069152,854,1510.39259055971,341
"Western Europe","Germany","Food & Beverage","Online",2023,2,17967.9947800469,316,1833.86372778871,268
"Western Europe","France","Food & Beverage","Online",2023,2,21827.959085349,1630,2301.39789505363,487
"Southern Europe","Italy","Food & Beverage","Online",2023,2,54358.2427932415,480,10088.223081201,82
"Southern Europe","Spain","Food & Beverage","Online",2023,2,82056.4745820593,1055,9704.34020428991,213
"Northern Europe","United Kingdom","Food & Beverage","Online",2023,2,15959.3911899719,1545,3585.46605643763,30
"Western Europe","Netherlands","Food & Beverage","Online",2023,2,89875.0697274227,1348,11949.8731277327,420
"Western Europe","Belgium","Food & Beverage","Online",2023,2,59658.5237048566,1556,12749.4875003701,21
"Western Europe","Switzerland","Food & Beverage","Online",2023,2,18924.3774581701,1261,3310.79945887024,99
"Western Europe","Austria","Food & Beverage","Online",2023,2,90766.5506540798,658,19747.2154317798,402
"Central Europe","Poland","Food & Beverage","Online",2023,2,29035.2345956489,670,7213.27929929223,466
"Western Europe","Germany","Home & Garden","Online",2023,2,19306.7720253021,282,2468.59439471282,416
"Western Europe","France","Home & Garden","Online",2023,2,78011.9801859837,171,8609.71317742217,451
"Southern Europe","Italy","Home & Garden","Online",2023,2,26861.7164518218,545,5441.86951144496,223
"Southern Europe","Spain","Home & Garden","Online",2023,2,34012.936160434,842,2810.70961148586,427
"Northern Europe","United Kingdom","Home & Garden","Online",2023,2,54264.1131568234,642,13334.8115149214,254
"Western Europe","Netherlands","Home & Garden","Online",2023,2,36786.9683424942,1853,5770.18798987965,21
"Western Europe","Belgium","Home & Garden","Online",2023,2,19671.3219839148,1468,1735.93382133169,420
"Western Europe","Switzerland","Home & Garden","Online",2023,2,30305.1090217195,1565,3458.21414338483,331
"Western Europe","Austria","Home & Garden","Online",2023,2,38321.6885942966,732,3750.83501274432,219
"Central Europe","Poland","Home & Garden","Online",2023,2,59953.5459850449,822,4948.26061714117,64
"Western Europe","Germany","Electronics","Retail",2023,2,122725.755820284,766,29268.0529179317,249
"Western Europe","France","Electronics","Retail",2023,2,140491.019879119,812,15800.4344064625,407
"Southern Europe","Italy","Electronics","Retail",2023,2,126325.525597204,1105,30945.8816182907,308
"Southern Europe","Spain","Electronics","Retail",2023,2,25597.8953669546,742,3589.87368009827,256
"Northern Europe","United Kingdom","Electronics","Retail",2023,2,100047.188090393,1069,23860.8775956114,361
"Western Europe","Netherlands","Electronics","Retail",2023,2,105875.111203641,134,10903.2240204099,67
"Western Europe","Belgium","Electronics","Retail",2023,2,12066.3874835009,1006,2717.51209378645,398
"Western Europe","Switzerland","Electronics","Retail",2023,2,138669.703855994,422,29078.0496944829,107
"Western Europe","Austria","Electronics","Retail",2023,2,75681.8164035212,1110,14293.7801549298,284
"Central Europe","Poland","Electronics","Retail",2023,2,45479.1824240237,1129,9962.40569042357,485
"Western Europe","Germany","Clothing","Retail",2023,2,86368.5180444736,1092,14286.2530235339,334
"Western Europe","France","Clothing","Retail",2023,2,26768.9153878018,1579,3837.40238953144,17
"Southern Europe","Italy","Clothing","Retail",2023,2,80234.9529636558,716,18568.3164485383,44
"Southern Europe","Spain","Clothing","Retail",2023,2,66443.6117315199,1356,6097.41687553857,357
"Northern Europe","United Kingdom","Clothing","Retail",2023,2,45311.7956139613,987,4194.93498373516,222
"Western Europe","Netherlands","Clothing","Retail",2023,2,14031.4854611643,1440,2849.03978950031,122
"Western Europe","Belgium","Clothing","Retail",2023,2,5329.43187397905,115,1290.1835561116,447
"Western Europe","Switzerland","Clothing","Retail",2023,2,55457.6985514723,862,6287.39153200953,260
"Western Europe","Austria","Clothing","Retail",2023,2,54809.176013805,972,8448.12271866087,350
"Central Europe","Poland","Clothing","Retail",2023,2,25252.6276872959,1469,2892.93493895922,162
"Western Europe","Germany","Food & Beverage","Retail",2023,2,73108.547598822,1077,17353.2371047262,459
"Western Europe","France","Food & Beverage","Retail",2023,2,96327.6397390291,1485,16864.5717013989,20
"Southern Europe","Italy","Food & Beverage","Retail",2023,2,54235.3269644082,272,7796.85786774327,35
"Southern Europe","Spain","Food & Beverage","Retail",2023,2,21580.162118189,1357,2329.88769230473,315
"Northern Europe","United Kingdom","Food & Beverage","Retail",2023,2,58441.3128136657,1694,14316.1020258181,149
"Western Europe","Netherlands","Food & Beverage","Retail",2023,2,77129.5261196792,254,11206.9180694322,32
"Western Europe","Belgium","Food & Beverage","Retail",2023,2,68362.2770640068,1163,11112.4654818717,266
"Western Europe","Switzerland","Food & Beverage","Retail",2023,2,26362.9277062137,161,3096.62515238649,121
"Western Europe","Austria","Food & Beverage","Retail",2023,2,37855.7274315972,1339,5183.17837247233,35
"Central Europe","Poland","Food & Beverage","Retail",2023,2,35384.0171906631,754,6756.14883531311,332
"Western Europe","Germany","Home & Garden","Retail",2023,2,90965.3477743268,737,18922.6603337438,92
"Western Europe","France","Home & Garden","Retail",2023,2,23923.8461107016,474,2721.99492555123,454
"Southern Europe","Italy","Home & Garden","Retail",2023,2,69691.4865751751,1012,8960.84021183344,84
"Southern Europe","Spain","Home & Garden","Retail",2023,2,18064.1870712861,553,2057.48025394549,31
"Northern Europe","United Kingdom","Home & Garden","Retail",2023,2,15164.4952537026,1778,2673.5644828703,215
"Western Europe","Netherlands","Home & Garden","Retail",2023,2,13821.6425990686,925,1500.6016219136,101
"Western Europe","Belgium","Home & Garden","Retail",2023,2,92062.6507431734,490,22133.4534436025,143
"Western Europe","Switzerland","Home & Garden","Retail",2023,2,31320.7414059434,1784,5191.3932954532,69
"Western Europe","Austria","Home & Garden","Retail",2023,2,89150.4183434881,826,7845.3981312588,392
"Central Europe","Poland","Home & Garden","Retail",2023,2,78422.1417061053,947,18109.8078097741,106
"Western Europe","Germany","Electronics","Wholesale",2023,2,241589.602308813,1132,27408.8698164343,142
"Western Europe","France","Electronics","Wholesale",2023,2,73616.974032484,447,8230.06932278699,161
"Southern Europe","Italy","Electronics","Wholesale",2023,2,28735.0970436819,1030,5064.31623759803,381
"Southern Europe","Spain","Electronics","Wholesale",2023,2,26062.5403875019,221,4682.79296683924,279
"Northern Europe","United Kingdom","Electronics","Wholesale",2023,2,96103.6270076875,1102,23535.3113100573,465
"Western Europe","Netherlands","Electronics","Wholesale",2023,2,114410.802255152,259,14129.579748858,112
"Western Europe","Belgium","Electronics","Wholesale",2023,2,225174.197744345,1085,48610.9090074726,341
"Western Europe","Switzerland","Electronics","Wholesale",2023,2,86724.1206520703,1991,8975.18613456445,245
"Western Europe","Austria","Electronics","Wholesale",2023,2,162469.545879867,205,19762.3835536295,390
"Central Europe","Poland","Electronics","Wholesale",2023,2,231441.745961783,348,52446.250466834,209
"Western Europe","Germany","Clothing","Wholesale",2023,2,130856.06030887,842,24212.9988784104,431
"Western Europe","France","Clothing","Wholesale",2023,2,48748.7302208319,1818,6258.46724101377,450
"Southern Europe","Italy","Clothing","Wholesale",2023,2,198678.603596054,1300,37961.4948373245,432
"Southern Europe","Spain","Clothing","Wholesale",2023,2,10076.9582390785,681,2429.25271661001,438
"Northern Europe","United Kingdom","Clothing","Wholesale",2023,2,49248.3047628775,1005,7783.18313940775,19
"Western Europe","Netherlands","Clothing","Wholesale",2023,2,130465.337219648,523,15894.2856137244,438
"Western Europe","Belgium","Clothing","Wholesale",2023,2,13285.4468002915,432,2263.84337038554,91
"Western Europe","Switzerland","Clothing","Wholesale",2023,2,15079.7395524569,1850,3114.71178733706,140
